EGEL96_2,p2testgelouput,,,
D13,water+righthomologyarm2.5kbA1,loadwater,15,ul
D12,water+righthomologyarm2.5kbA2,loadwater,15,ul
D11,water+righthomologyarm2.5kbA3,loadwater,15,ul
D10,water+righthomologyarm2.5kbA4,loadwater,15,ul
D9,water+righthomologyarm2.5kbA5,loadwater,15,ul
D8,water+righthomologyarm2.5kbA6,loadwater,15,ul
D7,water+righthomologyarm2.5kbA7,loadwater,15,ul
D6,water+righthomologyarm2.5kbA8,loadwater,15,ul
D5,water+righthomologyarm2.5kbB1,loadwater,15,ul
D4,water+righthomologyarm2.5kbB2,loadwater,15,ul
D3,water+righthomologyarm2.5kbB3,loadwater,15,ul
D2,water+righthomologyarm2.5kbB4,loadwater,15,ul
D1,water+1kb DNA Ladder,load,10,ul
C13,water+righthomologyarm2.5kbB5,loadwater,15,ul
C12,water+righthomologyarm2.5kbB6,loadwater,15,ul
C11,water+righthomologyarm2.5kbB7,loadwater,15,ul
C10,water+righthomologyarm2.5kbB8,loadwater,15,ul
C9,water+righthomologyarm3kb1,loadwater,15,ul
C8,water+righthomologyarm3kb2,loadwater,15,ul
C7,water+righthomologyarm3kb3,loadwater,15,ul
C6,water+righthomologyarm3kb4,loadwater,15,ul
C5,water+righthomologyarm3kb5,loadwater,15,ul
C4,water+righthomologyarm3kb6,loadwater,15,ul
C3,water+righthomologyarm3kb7,loadwater,15,ul
C2,water+righthomologyarm3kb8,loadwater,15,ul
C1,water+1kb DNA Ladder,load,10,ul
B13,water+righthomologyarm1kb1,loadwater,15,ul
B12,water+righthomologyarm1kb2,loadwater,15,ul
B11,water+righthomologyarm1kb3,loadwater,15,ul
B10,water+righthomologyarm1kb4,loadwater,15,ul
B9,water+righthomologyarm1kb5,loadwater,15,ul
B8,water+righthomologyarm1kb6,loadwater,15,ul
B7,water+righthomologyarm1kb7,loadwater,15,ul
B6,water+righthomologyarm1kb8,loadwater,15,ul
B5,water,loadwater,15,ul
B4,water,loadwater,15,ul
B3,water,loadwater,15,ul
B2,water+1kb DNA Ladder,loadwater,15,ul
