pcrplate_with_incubater,Agarinputplate,,,
A1,protoplasts1,protoplasts,210,ul
B1,protoplasts2,protoplasts,210,ul
C1,protoplasts3,protoplasts,210,ul
D1,protoplasts4,protoplasts,210,ul
E1,protoplasts5,protoplasts,210,ul
F1,protoplasts6,protoplasts,210,ul
G1,protoplasts7,protoplasts,210,ul
H1,protoplasts8,protoplasts,210,ul
A2,protoplasts9,protoplasts,210,ul
B2,protoplasts10,protoplasts,210,ul
C2,protoplasts11,protoplasts,210,ul
D2,protoplasts12,protoplasts,210,ul
